Elementos,OBSERVACIONES,Estado,Uso,Ubicación,Destino,Observaciones,Movimiento,Fecha,Ubicación original,Destino original,Clasificación RUBA,Carga Ruba,ESTADO,NUEVA UBICACIÓN,DESTINO,OPERADOR,Fecha actualización Inventario,Operador carga
Araña para empaquetar en tabla larga, ,Bueno,Sí,Cuartel Central,Unidad 3,,,,,,,,,,,,,
Archivero Metálico 4 Cajones, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva,,,,,,,,,,,,,
Archivero Metálico 4 Cajones, ,Bueno,Sí,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Archivero Metálico 4 Cajones, ,Bueno,Sí,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Arco de Sierra, ,Bueno,Sí,Destacamento,Taller,,,,,,,,,,,,,
Arco de Sierra, ,Bueno,Sí,Destacamento,Taller,,,,,,,,,,,,,
Armario de madera, ,Bueno,Sí,Destacamento,Pañol,,,,,,,,,,,,,
Armario de madera, ,Bueno,Sí,Destacamento,Pañol,,,,,,,,,,,,,
Armario metálico, ,Bueno,Sí,Destacamento,Pañol,,,,,,,,,,,,,
Armario metálico, ,Bueno,Sí,Destacamento,Pañol,,,,,,,,,,,,,
Arnés BERMUDE, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Arnés de cintura negro, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Arnés de seguridad, ,Bueno,Sí,Cuartel Central,Unidad 3,,,,,,,,,,,,,
Arnés de seguridad, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Arnés integral, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
Arnés integral, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
Arnés integral, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
Arnés integral, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
Arnés integral, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
Arnés integral, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
Arnés NAVAHO BOD, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Arnés NAVAHO BOD, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Arnés NAVAHO BOD, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Arnés NAVAHO BOD, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Arnés NAVAHO BOD, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Arnés NAVAHO BOD, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
"Aros para mandrilar para 1 ½"" Forestal", ,Bueno,No,Destacamento,Galpón,,,,,,,,,,,,,
Artefacto de iluminación, ,Bueno,Sí,Destacamento,Oficina guardia,,,,,,,,,,,,,
Artefacto de iluminación, ,Bueno,Sí,Destacamento,Oficina guardia,,,,,,,,,,,,,
Artefacto de iluminación baño, ,Bueno,Sí,Destacamento,Oficina guardia,,,,,,,,,,,,,
Artefacto de iluminación baño, ,Bueno,Sí,Destacamento,Oficina guardia,,,,,,,,,,,,,
Artefacto de iluminación baño, ,Bueno,Sí,Destacamento,Oficina guardia,,,,,,,,,,,,,
Artefacto de iluminación baño, ,Bueno,Sí,Destacamento,Oficina guardia,,,,,,,,,,,,,
Artefacto de iluminación ducha, ,Bueno,Sí,Destacamento,Oficina guardia,,,,,,,,,,,,,
Artefacto para fluorescentes, ,Bueno,Sí,Destacamento,Casa habitación,,,,,,,,,,,,,
Artefacto para fluorescentes, ,Bueno,Sí,Destacamento,Casa habitación,,,,,,,,,,,,,
Artefacto para spot doble, ,Bueno,Sí,Destacamento,Casa habitación,,,,,,,,,,,,,
Artefacto para spot doble, ,Bueno,Sí,Destacamento,Casa habitación,,,,,,,,,,,,,
ASAP, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
ASAP, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
ASAP, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
ASAP, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
ASAP, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
ASAP, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
ASAP  (Bloqueador anticaidas), ,Nuevo,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
ASAP  (Bloqueador anticaidas), ,Nuevo,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
ASAP SORBER 40cm (Absorbedor), ,Nuevo,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
ASAP SORBER 40cm (Absorbedor), ,Nuevo,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
ASAP SORBER 40cm (Absorbedor), ,Nuevo,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
ASAP SORBER 40cm (Absorbedor), ,Nuevo,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
ASAP SORBER 40cm (Absorbedor), ,Nuevo,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
ASAP SORBER 40cm (Absorbedor), ,Nuevo,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Asegurador GRI GRI, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Aspirador manual marca NewEMERGENCY-VAC modelo 7B-1, ,Nuevo,No,Cuartel Central,Almacén,,,,,,,,,,,,,
Aspirador manual marca NewEMERGENCY-VAC modelo 7B-1, ,Nuevo,No,Cuartel Central,Almacén,,,,,,,,,,,,,
Aspirador manual marca NewEMERGENCY-VAC modelo 7B-1, ,Nuevo,No,Cuartel Central,Almacén,,,,,,,,,,,,,
Aspirador manual marca NewEMERGENCY-VAC modelo 7B-1, ,Nuevo,No,Cuartel Central,Almacén,,,,,,,,,,,,,
Atornilladora eléctrica, ,Bueno,Sí,Destacamento,Taller,,,,,,,,,,,,,
Atornilladora neumática, ,Bueno,Sí,Destacamento,Taller,,,,,,,,,,,,,
Atornilladora neumática, ,Bueno,Sí,Destacamento,Taller,,,,,,,,,,,,,
Atornilladora neumática, ,Bueno,Sí,Destacamento,Taller,,,,,,,,,,,,,
Atornilladora neumática, ,Bueno,Sí,Destacamento,Taller,,,,,,,,,,,,,
Audífono con micrófono para Motorola, ,Nuevo,No,Destacamento,Almacén,,,,,,,,,,,,,
Audífono con micrófono para Motorola, ,Nuevo,No,Destacamento,Almacén,,,,,,,,,,,,,
Audífono con micrófono para Motorola, ,Nuevo,No,Destacamento,Almacén,,,,,,,,,,,,,
Baja cielorrasos, ,Bueno,Sí,Cuartel Central,Unidad 10,,,,,,,,,,,,,
Baja cielorrasos, ,Bueno,Sí,Destacamento,Unidad 13,,,,,,,,,,,,,
Baja cielorrasos, ,Bueno,Sí,Cuartel Central,Unidad 7,,,,,,,,,,,,,
Baja cielorrasos, ,Bueno,Sí,Destacamento,Unidad 5,,,,,,,,,,,,,
Bajo mesada de madera, ,Bueno,Sí,Destacamento,Casa habitación,,,,,,,,,,,,,
Bajo mesada de madera y bacha de acero inoxidable, ,Bueno,Sí,Destacamento,Casa habitación,,,,,,,,,,,,,
Bajo Mesada madera 2.5 m 4 puertas, ,Bueno,Sí,Cuartel Central,Gamela,,,,,,,,,,,,,
Bajo Mesada madera 2.5 m 4 puertas con doble bacha Acero inoxidable, ,Bueno,Sí,Cuartel Central,Quincho,,,,,,,,,,,,,
"BALIZA TRIANGULAR ROJA A PILA, CON FLASH CON 8 BROCHES PARA CINTURON, 7 BROCHES ROJOS PARA ARNES DE PECHO, 8 VENTOSAS PARA VIDRIO Y 8 IMANES", ,Usado,No,Destacamento,Almacén,,,,,,,,,,,,,
"BALIZA TRIANGULAR ROJA A PILA, CON FLASH CON 8 BROCHES PARA CINTURON, 7 BROCHES ROJOS PARA ARNES DE PECHO, 8 VENTOSAS PARA VIDRIO Y 8 IMANES", ,Usado,No,Destacamento,Almacén,,,,,,,,,,,,,
"BALIZA TRIANGULAR ROJA A PILA, CON FLASH CON 8 BROCHES PARA CINTURON, 7 BROCHES ROJOS PARA ARNES DE PECHO, 8 VENTOSAS PARA VIDRIO Y 8 IMANES", ,Usado,No,Destacamento,Almacén,,,,,,,,,,,,,
"BALIZA TRIANGULAR ROJA A PILA, CON FLASH CON 8 BROCHES PARA CINTURON, 7 BROCHES ROJOS PARA ARNES DE PECHO, 8 VENTOSAS PARA VIDRIO Y 8 IMANES", ,Usado,No,Destacamento,Almacén,,,,,,,,,,,,,
"BALIZA TRIANGULAR ROJA A PILA, CON FLASH CON 8 BROCHES PARA CINTURON, 7 BROCHES ROJOS PARA ARNES DE PECHO, 8 VENTOSAS PARA VIDRIO Y 8 IMANES", ,Usado,No,Destacamento,Almacén,,,,,,,,,,,,,
"BALIZA TRIANGULAR ROJA A PILA, CON FLASH CON 8 BROCHES PARA CINTURON, 7 BROCHES ROJOS PARA ARNES DE PECHO, 8 VENTOSAS PARA VIDRIO Y 8 IMANES", ,Usado,No,Destacamento,Almacén,,,,,,,,,,,,,
"BALIZA TRIANGULAR ROJA A PILA, CON FLASH CON 8 BROCHES PARA CINTURON, 7 BROCHES ROJOS PARA ARNES DE PECHO, 8 VENTOSAS PARA VIDRIO Y 8 IMANES", ,Usado,No,Destacamento,Almacén,,,,,,,,,,,,,
"BALIZA TRIANGULAR ROJA A PILA, CON FLASH CON 8 BROCHES PARA CINTURON, 7 BROCHES ROJOS PARA ARNES DE PECHO, 8 VENTOSAS PARA VIDRIO Y 8 IMANES", ,Usado,No,Destacamento,Almacén,,,,,,,,,,,,,
Banco de pesas, ,Bueno,Sí,Cuartel Central,Gimnasio,,,,,,,,,,,,,
Banco de trabajo, ,Bueno,Sí,Destacamento,Taller,,,,,,,,,,,,,
Banco de trabajo, ,Bueno,Sí,Destacamento,Taller,,,,,,,,,,,,,
Banco portamotores, ,Bueno,Sí,Destacamento,Galpón,,,,,,,,,,,,,
Bandera Bravo buceo flotante, ,Bueno,Sí,Cuartel Central,Sala Buceo,,,,,,,,,,,,,
Barra de Acero p/ pesas, ,Bueno,Sí,Cuartel Central,Gimnasio,,,,,,,,,,,,,
Barra madera color roble, ,Bueno,Sí,Cuartel Central,Quincho,,,,,,,,,,,,,
Barreta, ,Perdido,No,Baja,Baja,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Cuartel Central,Unidad 10,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Cuartel Central,Unidad 10,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Destacamento,Unidad 13,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Destacamento,Unidad 13,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Destacamento,Unidad 13,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Cuartel Central,Unidad 14,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Cuartel Central,Unidad 3,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Cuartel Central,Unidad 3,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Destacamento,Unidad 5,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Destacamento,Unidad 5,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Cuartel Central,Unidad 6,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Cuartel Central,Unidad 7,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Cuartel Central,Unidad 7,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Barreta, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Barretón, ,Bueno,Sí,Destacamento,Galpón,,,,,,,,,,,,,
Barretón, ,Bueno,Sí,Destacamento,Galpón,,,,,,,,,,,,,
Barretón, ,Bueno,Sí,Destacamento,Galpón,,,,,,,,,,,,,
Barretón, ,Bueno,Sí,Destacamento,Galpón,,,,,,,,,,,,,
Barretón, ,Bueno,Sí,Destacamento,Galpón,,,,,,,,,,,,,
Barretón, ,Bueno,Sí,Destacamento,Galpón,,,,,,,,,,,,,
Barretón, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Base expansor Core, ,Bueno,Sí,Cuartel Central,Unidad 3,,,,,,,,,,,,,
Base expansor Core, ,Bueno,Sí,Cuartel Central,Unidad 3,,,,,,,,,,,,,
"Base plana, Accesorio expansor Core", ,Bueno,Sí,Cuartel Central,Unidad 3,,,,,,,,,,,,,
Base Yaesu FT- 2900/E, ,Nuevo,Sí,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Base Yaesu FT- 2900/E, ,Nuevo,Sí,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Base Yaesu FT- 2900/E, ,Bueno,Sí,Cuartel Central,Oficina Guardia,,,,,,,,,,,,,
Base Yaesu FT- 2900/E, ,Nuevo,Sí,Cuartel Central,Unidad 11,,,,,,,,,,,,,
Base Yaesu FT- 2900/E, ,Nuevo,Sí,Destacamento,Unidad 13,,,,,,,,,,,,,
Base Yaesu FT- 2900/E, ,Nuevo,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Base Yaesu FT-212-RH, ,Bueno,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Base Yaesu FT2500M, ,Bueno,Sí,Destacamento,Unidad 2,,,,,,,,,,,,,
Base Yaesu MH-27, ,Bueno,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Basic, ,Bueno,Sí,Cuartel Central,unidad 9,RTC,,,,,,,,,,Bravo 13,5/30/2022,Bravo 9
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,Sí,Personal BVU,Equipamiento,Uso Personal,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Roto,No,Baja,Baja,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,Alta,5/19/2022,Comercio,,,,,,,Bravo 1,5/23/2022,Bravo 9
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,Alta,5/19/2022,Comercio,,,,,,,Bravo 1,5/23/2022,Bravo 9
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,Alta,5/19/2022,Comercio,,,,,,,Bravo 1,5/23/2022,Bravo 9
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,Alta,5/19/2022,Comercio,,,,,,,Bravo 1,5/23/2022,Bravo 9
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,Alta,5/19/2022,Comercio,,,,,,,Bravo 1,5/23/2022,Bravo 9
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,Alta,5/19/2022,Comercio,,,,,,,Bravo 1,5/23/2022,Bravo 9
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,Alta,5/19/2022,Comercio,,,,,,,Bravo 1,5/23/2022,Bravo 9
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,Alta,5/19/2022,Comercio,,,,,,,Bravo 1,5/23/2022,Bravo 9
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,Alta,5/19/2022,Comercio,,,,,,,Bravo 1,5/23/2022,Bravo 9
Batería Equipo Motorola VHF Modelo EP450, ,Nuevo,No,Cuartel Central,Depósito Archivo,,Alta,5/19/2022,Comercio,,,,,,,Bravo 1,5/23/2022,Bravo 9
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería linterna chica, ,Nuevo,No,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Batería para DEA Philips HS1 y FRx, ,Nuevo,No,Cuartel Central,Almacén,,,,,,,,,,,,,
Batería para DEA Philips HS1 y FRx, ,Nuevo,No,Cuartel Central,Almacén,,,,,,,,,,,,,
Biblioteca tipo Platinum con puertas y estantes, ,Bueno,Sí,Cuartel Central,Oficina Academia,,,,,,,,,,,,,
Biblioteca tipo Platinum con puertas y estantes, ,Bueno,Sí,Cuartel Central,Oficina Academia,,,,,,,,,,,,,
Biblioteca tipo Platinum con puertas y estantes, ,Bueno,Sí,Cuartel Central,Oficina Academia,,,,,,,,,,,,,
Biblioteca tipo Platinum con puertas y estantes, ,Bueno,Sí,Cuartel Central,Oficina Academia,,,,,,,,,,,,,
Biblioteca tipo Platinum con puertas y estantes, ,Bueno,Sí,Cuartel Central,Oficina Academia,,,,,,,,,,,,,
Biblioteca uso oficina empotrado, ,Bueno,Sí,Cuartel Central,Oficina Comandancia,,,,,,,,,,,,,
Biblioteca uso oficina empotrado, ,Bueno,Sí,Cuartel Central,Oficina Comisión Directiva,,,,,,,,,,,,,
Biblioteca uso oficina empotrado, ,Bueno,Sí,Cuartel Central,Oficina Cuerpo Activo,,,,,,,,,,,,,
Bichero, ,Bueno,Sí,Cuartel Central,Unidad 10,,,,,,,,,,,,,
Bichero, ,Bueno,Sí,Destacamento,Unidad 13,,,,,,,,,,,,,
Bichero, ,Bueno,Sí,Cuartel Central,Unidad 3,,,,,,,,,,,,,
Bichero, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bichero, ,Bueno,Sí,Cuartel Central,Unidad 7,,,,,,,,,,,,,
Bichero, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bichero, ,Bueno,Sí,Destacamento,Unidad 5,,,,,,,,,,,,,
Bicicleta estática Semikon, ,Bueno,Sí,Cuartel Central,Gimnasio,,,,,,,,,,,,,
Bidón de 20 litros espumígeno, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bidón de 20 litros espumígeno, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bidón de 20 litros espumígeno, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bidón de 20 litros espumígeno, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bidón de 20 litros espumígeno, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bidón de 20 litros espumígeno, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bidón de 20 litros espumígeno, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bidón de 20 litros espumígeno, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bidón de 20 litros espumígeno, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bidón de 20 litros espumígeno, ,Bueno,Sí,Destacamento,Unidad 4,,,,,,,,,,,,,
Bidón motosierra aceite 2T y combustible., ,Bueno,Sí,Cuartel Central,Unidad 3,,,,,,,,,,,,,
Bloqueador Ascensión DROIT, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bloqueador Ascensión GAUCHE, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bloqueador Ascensión GAUCHE, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bloqueador Ascensión GAUCHE, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bloqueador Ascensión GAUCHE, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bloqueador Ascensión GAUCHE, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bloqueador Ascensión GAUCHE, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bloqueador BASIC , ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bloqueador SHUNT, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bolsa de dormir Mergy anaranjada, ,Bueno,Sí,Cuartel Central,Montaña,,,,,,,,,,,,,
Bolsa plástica, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bolsa plástica, ,Bueno,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bolsa Válvula Máscara Adulto, ,Bueno,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Bolsa Válvula Máscara Adulto, ,Bueno,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Bolsa Válvula Máscara Adulto con reservorio, ,Nuevo,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Bolsa Válvula Máscara Adulto con reservorio, ,Nuevo,Sí,Cuartel Central,Unidad 3,,,,,,,,,,,,,
Bolsa Válvula Máscara Adulto con reservorio, ,Nuevo,Sí,Cuartel Central,Unidad 9,,,,,,,,,,,,,
Bolsa Válvula Máscara Pediátrico, ,Bueno,No,Cuartel Central,Depósito Archivo,,,,,,,,,,,,,
Bolso anaranjado de rescate, ,Bueno,Sí,Cuartel Central,Oficina guardia,,,,,,,,,,,,,
